,pdb id,unfiltered lig,metal,covalent lig,lig,lig filtered,lig num,res,res lig,res site frac,res filtered,res filtered lig,res num,lig (type),lig num (type),lig (mass),lig num (mass),rna frac,ribosomal rna,viral rna,ribozyme,riboswitch,aptamer,primer complex,splicing-related,other structure,type num,elements,elements out,size dim1,size dim2,size dim3,size
562,4LF7,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'K', 'M2G', 'MG', 'PAR', 'PSU', 'UR3', 'ZN']","['MG', 'K', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'PSU', '0TD', '0TD']","['HOH', 'PAR']",['PAR'],1,"[1810, 1811, 1812, 1813, 1814, 1815, 1816, 1817, 1818]","['PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR']","[0.9411764705882353, 0.891566265060241, 0.9117647058823529, 1.0, 0.8128898128898129, 0.7610619469026548, 0.9672131147540983, 0.6897233201581028, 0.8609112709832134]","[1810, 1811, 1812, 1813, 1814, 1815, 1816, 1817, 1818]","['PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR']",9,['PAR'],1.0,['PAR'],1,0.627531941414771,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],299.49817,184.93024,141.37712,299.49817
563,333D,"['CA', 'HOH', 'I']",['CA'],[],"['HOH', 'I']",['I'],1,[5],['I'],[1.0],[5],['I'],1,['I'],1.0,['I'],1,1.0,0,0,0,0,0,0,0,1,1,['C' 'N' 'O' 'P'],[],29.543013,22.564962,20.312706,29.543013
578,6E1T,"['HLV', 'HOH', 'MES', 'MG', 'N']",['MG'],"['N', 'N', 'N', 'N']","['HLV', 'HOH', 'MES']",['HLV'],1,[102],['HLV'],[1.0],[102],['HLV'],1,['HLV'],1.0,['HLV'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],55.645905,60.334274,48.56944,60.334274
579,5EME,"['CL', 'CPN', 'GPN', 'HOH', 'TPN']",['CL'],"['CPN', 'GPN', 'CPN', 'CPN']","['HOH', 'TPN']",['TPN'],1,"[106, 103]","['TPN', 'TPN']","[1.0, 1.0]","[106, 103]","['TPN', 'TPN']",2,['TPN'],1.0,['TPN'],1,1.0,0,0,0,0,0,0,0,1,1,['C' 'N' 'O' 'P'],[],25.393387,24.305538,19.509048,25.393387
580,4JI8,"['2MG', '4OC', '5MC', '7MG', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'SRY', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU']","['HOH', 'SRY']",['SRY'],1,[1601],['SRY'],[0.8308457711442786],[1601],['SRY'],1,['SRY'],1.0,['SRY'],1,0.6280705171910003,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],234.90521,140.78526,150.95033,234.90521
581,5KX9,"['6YG', 'K', 'MG']","['K', 'MG']",[],['6YG'],['6YG'],1,[108],['6YG'],[1.0],[108],['6YG'],1,['6YG'],1.0,['6YG'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],65.299324,77.01261,44.3321,77.01261
585,4DV1,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'SRY', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'SRY']",['SRY'],1,[1601],['SRY'],[0.8356481481481481],[1601],['SRY'],1,['SRY'],1.0,['SRY'],1,0.6279641185647425,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],300.50446,181.75664,139.42647,300.50446
586,3MUV,"['2BA', 'GTP', 'HOH', 'MG']",['MG'],['GTP'],"['2BA', 'HOH']",['2BA'],1,[358],['2BA'],[1.0],[358],['2BA'],1,['2BA'],1.0,['2BA'],1,0.724267468069121,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],36.356503,43.478077,60.712,60.712
599,7D7V,"['GTP', 'HOH', 'MG', 'NAD']",['MG'],[],"['GTP', 'HOH', 'NAD']",['NAD'],1,[110],['NAD'],[1.0],[110],['NAD'],1,['NAD'],1.0,"['GTP', 'NAD']",2,0.6186094069529653,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],44.38658,42.65068,48.596874,48.596874
608,3SD3,"['FFO', 'HOH', 'IRI']",['IRI'],[],"['FFO', 'HOH']",['FFO'],1,[3631],['FFO'],[1.0],[3631],['FFO'],1,['FFO'],1.0,['FFO'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],30.479572,57.079437,46.126038,57.079437
612,4L81,"['MG', 'NCO', 'SAM']",['MG'],[],"['NCO', 'SAM']",['SAM'],1,[101],['SAM'],[0.9429175475687104],[101],['SAM'],1,['SAM'],1.0,['SAM'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],73.21073,68.46887,143.59607,143.59607
616,3G96,"['6MN', 'A2M', 'GTP', 'HOH', 'MG']",['MG'],"['A2M', 'A2M', 'GTP', 'A2M', 'A2M', 'GTP', 'A2M', 'A2M', 'GTP', 'A2M', 'A2M', 'GTP']","['6MN', 'HOH']",['6MN'],1,[12],['6MN'],[1.0],[12],['6MN'],1,['6MN'],1.0,['6MN'],1,0.8178696343402225,0,0,1,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],53.768528,105.56201,106.624176,106.624176
619,3SUH,"['CCC', 'FFO', 'HOH', 'NA']",['NA'],['CCC'],"['FFO', 'HOH']",['FFO'],1,[103],['FFO'],[0.8702290076335878],[103],['FFO'],1,['FFO'],1.0,['FFO'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],66.013756,65.98741,89.90502,89.90502
620,5BJP,"['747', 'DMS', 'HOH', 'IR', 'K', 'MG']","['IR', 'K', 'MG']",[],"['747', 'DMS', 'HOH']",['747'],1,[104],['747'],[1.0],[104],['747'],1,['747'],1.0,['747'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],31.722258,44.777725,121.29259,121.29259
622,1N33,"['MG', 'PAR', 'PSU', 'ZN']","['MG', 'ZN']",['PSU'],['PAR'],['PAR'],1,[1545],['PAR'],[0.9354838709677419],[1545],['PAR'],1,['PAR'],1.0,['PAR'],1,0.6311333461612468,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],297.73425,182.10576,141.30338,297.73425
624,6N5N,"['2BA', 'GTP', 'K', 'MG', 'SO4']","['MG', 'K', 'SO4']",['GTP'],['2BA'],['2BA'],1,"[201, 202]","['2BA', '2BA']","[1.0, 1.0]","[201, 202]","['2BA', '2BA']",2,['2BA'],1.0,['2BA'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],88.363045,53.189526,58.865116,88.363045
625,4LFC,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'K', 'M2G', 'MA6', 'MG', 'PSU', 'TOY', 'UR3', 'ZN']","['MG', 'K', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'TOY']",['TOY'],1,[1738],['TOY'],[0.953168044077135],[1738],['TOY'],1,['TOY'],1.0,['TOY'],1,0.6271255770466897,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],298.2835,182.1271,141.18861,298.2835
629,4JI3,"['2MG', '4OC', '5MC', '7MG', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'SRY', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU']","['HOH', 'SRY']",['SRY'],1,[1601],['SRY'],[0.8325358851674641],[1601],['SRY'],1,['SRY'],1.0,['SRY'],1,0.6276135122484007,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],297.4169,182.13748,139.5627,297.4169
631,4JI0,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'MA6']",['MA6'],1,"[1518, 1519]","['MA6', 'MA6']","[1.0, 1.0]","[1518, 1519]","['MA6', 'MA6']",2,['MA6'],1.0,['MA6'],1,0.6279301064784117,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],299.8281,182.2021,139.63928,299.8281
632,3C44,"['CL', 'HOH', 'K', 'PAR']","['K', 'CL']",[],"['HOH', 'PAR']",['PAR'],1,[24],['PAR'],[1.0],[24],['PAR'],1,['PAR'],1.0,['PAR'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],56.53074,53.573017,41.98831,56.53074
635,3SUX,"['CCC', 'HOH', 'NA', 'THF']",['NA'],['CCC'],"['HOH', 'THF']",['THF'],1,[103],['THF'],[1.0],[103],['THF'],1,['THF'],1.0,['THF'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],65.84215,65.76938,84.68879,84.68879
639,4DR4,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'M2G', 'MA6', 'MG', 'PAR', 'PSU', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'PAR']",['PAR'],1,"[1601, 1602, 1603, 1604, 1605, 1606, 1607, 1608, 1609, 1610, 1611, 1612, 1613, 1614, 1615, 1616, 1617, 1618]","['PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR']","[0.9294117647058824, 0.8917835671342685, 0.899009900990099, 1.0, 0.7995824634655533, 0.7539149888143176, 0.8380952380952381, 0.701195219123506, 0.8714285714285714, 0.8225419664268585, 0.9642857142857143, 0.9073170731707317, 0.967816091954023, 0.9255014326647565, 1.0, 0.9611940298507463, 0.8596491228070176, 1.0]","[1601, 1602, 1603, 1604, 1605, 1606, 1607, 1608, 1609, 1610, 1611, 1612, 1613, 1614, 1615, 1616, 1617, 1618]","['PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR']",18,['PAR'],1.0,['PAR'],1,0.6298487836949376,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],297.69208,184.42065,141.45056,297.69208
641,5C45,"['51B', 'K', 'MG']","['K', 'MG']",[],['51B'],['51B'],1,[105],['51B'],[1.0],[105],['51B'],1,['51B'],1.0,['51B'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],65.3284,77.10374,45.442463,77.10374
643,3IQR,"['BA', 'HOH', 'SAM']",['BA'],[],"['HOH', 'SAM']",['SAM'],1,[301],['SAM'],[0.9407894736842105],[301],['SAM'],1,['SAM'],1.0,['SAM'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],82.00827,79.44982,51.406353,82.00827
644,6DMC,"['CCC', 'G4P', 'GTP', 'HOH', 'K', 'MG', 'NA']","['MG', 'NA', 'K']","['GTP', 'CCC', 'GTP', 'CCC']","['G4P', 'HOH']",['G4P'],1,[201],['G4P'],[1.0],[201],['G4P'],1,['G4P'],1.0,['G4P'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],65.39463,23.309572,90.16632,90.16632
645,1ZZ5,"['CNY', 'HOH', 'MG']",['MG'],[],"['CNY', 'HOH']",['CNY'],1,"[41, 42, 43, 44]","['CNY', 'CNY', 'CNY', 'CNY']","[1.0, 1.0, 1.0, 1.0]","[41, 42, 43, 44]","['CNY', 'CNY', 'CNY', 'CNY']",4,['CNY'],1.0,['CNY'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],55.683193,50.900867,67.52634,67.52634
646,7EOP,"['GTP', 'HOH', 'J93', 'MG']",['MG'],['GTP'],"['HOH', 'J93']",['J93'],1,[107],['J93'],[1.0],[107],['J93'],1,['J93'],1.0,['J93'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],58.230904,42.09426,36.447384,58.230904
647,6UP0,"['K', 'MG', 'YO3']","['MG', 'K']",[],['YO3'],['YO3'],1,[104],['YO3'],[1.0],[104],['YO3'],1,['YO3'],1.0,['YO3'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],30.553963,37.615143,63.16326,63.16326
649,3SKL,"['CCC', 'GNG', 'GTP', 'HOH', 'IRI', 'MG']","['MG', 'IRI']","['GTP', 'CCC', 'GTP', 'CCC']","['GNG', 'HOH']",['GNG'],1,[120],['GNG'],[1.0],[120],['GNG'],1,['GNG'],1.0,['GNG'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],52.87533,41.741306,72.06222,72.06222
650,6DME,"['CCC', 'G4P', 'GTP', 'HOH', 'MG', 'TL']","['MG', 'TL']","['GTP', 'CCC']","['G4P', 'HOH']",['G4P'],1,[201],['G4P'],[1.0],[201],['G4P'],1,['G4P'],1.0,['G4P'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],81.362686,35.656017,145.32532,145.32532
657,5BR8,"['0TD', '2MG', '4OC', '5MC', 'G7M', 'HOH', 'M2G', 'MA6', 'MG', 'PAR', 'PSU', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', 'G7M', 'G7M', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'PAR']",['PAR'],1,"[1601, 1602, 1603, 1604, 1605, 1606]","['PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR']","[0.9449760765550239, 0.8818897637795275, 1.0, 0.810204081632653, 0.7429805615550756, 0.9697674418604652]","[1601, 1602, 1603, 1604, 1605, 1606]","['PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR']",6,['PAR'],1.0,['PAR'],1,0.6272477546805899,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],196.02643,151.17679,150.0031,196.02643
659,6CAP,"['0TD', '2MG', '4OC', '5MC', 'G7M', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'SIS', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', 'G7M', 'G7M', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'MA6', 'SIS']",['MA6' 'SIS'],2,"[1792, 1518, 1519]","['SIS', 'MA6', 'MA6']","[0.958904109589041, 1.0, 1.0]","[1792, 1518, 1519]","['SIS', 'MA6', 'MA6']",3,"['MA6', 'SIS']",2.0,"['MA6', 'SIS']",2,0.6310792257266065,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],299.28387,182.35382,140.69681,299.28387
660,4P20,"['AKN', 'HOH']",[],[],"['AKN', 'HOH']",['AKN'],1,[101],['AKN'],[1.0],[101],['AKN'],1,['AKN'],1.0,['AKN'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],43.716675,31.89867,33.218483,43.716675
662,5NRG,"['95H', 'EPE', 'MG', 'MN', 'MPD', 'SPD']","['MN', 'MG']",[],"['95H', 'EPE', 'MPD', 'SPD']",['95H'],1,[3001],['95H'],[1.0],[3001],['95H'],1,['95H'],1.0,"['95H', 'EPE']",2,0.7529471746916037,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],159.1273,168.75496,134.32005,168.75496
664,6C65,"['EKJ', 'K']",['K'],[],['EKJ'],['EKJ'],1,[101],['EKJ'],[1.0],[101],['EKJ'],1,['EKJ'],1.0,['EKJ'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],36.878506,62.848278,54.120567,62.848278
666,2HOL,"['BA', 'CA', 'HOH', 'MG', 'TPP']","['BA', 'CA', 'MG']",[],"['HOH', 'TPP']",['TPP'],1,[105],['TPP'],[1.0],[105],['TPP'],1,['TPP'],1.0,['TPP'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],44.30475,62.98909,94.8994,94.8994
667,1YIT,"['004', '1MA', 'CD', 'CL', 'DBB', 'K', 'MEA', 'MG', 'MHV', 'MHW', 'NA', 'OMG', 'OMU', 'PSU', 'UR3', 'VIR']","['MG', 'K', 'NA', 'CL', 'CD']","['1MA', '1MA', 'OMU', 'OMG', 'OMU', 'OMG', 'UR3', 'UR3', 'PSU', 'PSU', 'MHW', 'DBB', '004', 'DBB', 'MEA', 'MEA', 'MHV', '004', 'MHV']",['VIR'],['VIR'],1,[9000],['VIR'],[0.9166666666666666],[9000],['VIR'],1,['VIR'],1.0,['VIR'],1,0.6766737805548833,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],154.87825,213.22363,208.08156,213.22363
669,4TS0,"['38E', 'BA', 'CCC', 'FRU', 'GLC', 'HOH', 'K']","['K', 'BA']","['CCC', 'CCC', 'FRU', 'GLC', 'FRU', 'GLC', 'FRU', 'GLC', 'FRU', 'GLC']","['38E', 'HOH']",['38E'],1,[206],['38E'],[1.0],[206],['38E'],1,['38E'],1.0,['38E'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],66.74477,44.132336,70.72735,70.72735
670,2H0Z,"['DA', 'G6P', 'HOH', 'MG']",['MG'],[],"['DA', 'G6P', 'HOH']",['G6P'],1,[301],['G6P'],[1.0],[301],['G6P'],1,['G6P'],1.0,"['DA', 'G6P']",2,1.0,0,0,1,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],92.43324,45.822327,52.377758,92.43324
672,6PQ7,"['K', 'MG', 'OXV']","['MG', 'K']",[],['OXV'],['OXV'],1,[102],['OXV'],[1.0],[102],['OXV'],1,['OXV'],1.0,['OXV'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],30.37225,31.232319,51.599922,51.599922
676,6E84,"['J0D', 'K']",['K'],[],['J0D'],['J0D'],1,[102],['J0D'],[1.0],[102],['J0D'],1,['J0D'],1.0,['J0D'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],32.658752,39.47467,22.60703,39.47467
684,6DLR,"['ACT', 'CCC', 'HOH', 'IRI', 'K', 'MG', 'PRP']","['IRI', 'MG', 'ACT', 'K']",['CCC'],"['HOH', 'PRP']",['PRP'],1,[201],['PRP'],[1.0],[201],['PRP'],1,['PRP'],1.0,['PRP'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],42.853676,80.04583,69.873695,80.04583
687,6U8F,['TG'],[],[],['TG'],['TG'],1,[101],['TG'],[1.0],[101],['TG'],1,['TG'],1.0,['TG'],1,1.0,0,0,0,0,0,0,0,1,1,['C' 'N' 'O' 'P'],[],26.762941,39.692585,38.04787,39.692585
690,2FCX,"['5BU', 'CL', 'HOH', 'K', 'XXX']","['K', 'CL']","['5BU', '5BU', '5BU', '5BU']","['HOH', 'XXX']",['XXX'],1,"[201, 101]","['XXX', 'XXX']","[1.0, 1.0]","[201, 101]","['XXX', 'XXX']",2,['XXX'],1.0,['XXX'],1,1.0,1,0,0,0,0,0,0,0,1,['BR' 'C' 'N' 'O' 'P'],['BR'],54.208904,46.448845,29.162687,54.208904
695,7EOM,"['GTP', 'HOH', 'J8R', 'MG']",['MG'],['GTP'],"['HOH', 'J8R']",['J8R'],1,[102],['J8R'],[1.0],[102],['J8R'],1,['J8R'],1.0,['J8R'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],59.83949,39.708973,35.34894,59.83949
698,6PCQ,"['1MG', '2MA', '2MG', '3TD', '5MC', '5MU', '6MZ', 'G7M', 'O8J', 'OMC', 'OMG', 'OMU', 'PSU']",[],"['1MG', '1MG', 'PSU', '5MU', 'PSU', '5MU', 'PSU', 'PSU', '6MZ', '6MZ', '2MG', '2MG', 'PSU', 'PSU', 'PSU', '3TD', '3TD', 'PSU', 'PSU', '5MU', '5MU', '5MC', '5MC', 'G7M', 'G7M', 'OMG', 'OMG', '2MG', '2MG', '2MG', 'PSU', 'PSU', 'OMC', 'OMC', '2MA', '2MA', 'PSU', 'PSU', 'OMU', 'OMU', 'PSU', 'PSU', 'PSU', 'PSU']",['O8J'],['O8J'],1,[3001],['O8J'],[1.0],[3001],['O8J'],1,['O8J'],1.0,['O8J'],1,0.8973686047323236,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],394.21057,368.4223,372.78683,394.21057
704,5Z71,"['GET', 'HOH']",[],[],"['GET', 'HOH']",['GET'],1,[201],['GET'],[1.0],[201],['GET'],1,['GET'],1.0,['GET'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],38.020744,30.452583,42.52132,42.52132
708,1ZFT,"['A2M', 'HOH', 'I', 'NCO', 'SO4']",['SO4'],"['A2M', 'A2M']","['HOH', 'I', 'NCO']",['I'],1,[8],['I'],[1.0],[8],['I'],1,['I'],1.0,['I'],1,1.0,0,0,1,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],51.090046,41.317276,83.71366,83.71366
709,3TD1,"['5BU', 'GET', 'HOH']",[],"['5BU', '5BU', '5BU', '5BU']","['GET', 'HOH']",['GET'],1,"[50, 51]","['GET', 'GET']","[1.0, 1.0]","[50, 51]","['GET', 'GET']",2,['GET'],1.0,['GET'],1,1.0,1,0,0,0,0,0,0,0,1,['BR' 'C' 'N' 'O' 'P'],['BR'],32.24766,32.825012,54.278267,54.278267
712,4LF6,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'K', 'M2G', 'MG', 'NMY', 'PSU', 'UR3', 'ZN']","['MG', 'K', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', '0TD', '0TD']","['HOH', 'NMY']",['NMY'],1,"[1832, 1833, 1834, 1835, 1836, 1837]","['NMY', 'NMY', 'NMY', 'NMY', 'NMY', 'NMY']","[0.9312796208530806, 0.8844621513944223, 0.7584745762711864, 0.9037328094302554, 0.8369175627240143, 0.9814126394052045]","[1832, 1833, 1834, 1835, 1836, 1837]","['NMY', 'NMY', 'NMY', 'NMY', 'NMY', 'NMY']",6,['NMY'],1.0,['NMY'],1,0.627459375304077,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],299.2294,184.30336,141.20958,299.2294
716,6DTI,"['MG', 'PAR']",['MG'],[],['PAR'],['PAR'],1,[1601],['PAR'],[0.9299065420560748],[1601],['PAR'],1,['PAR'],1.0,['PAR'],1,0.629663155056526,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],300.14035,183.13303,139.3894,300.14035
717,2HOM,"['CA', 'HOH', 'MG', 'TPS']","['MG', 'CA']",[],"['HOH', 'TPS']",['TPS'],1,[97],['TPS'],[1.0],[97],['TPS'],1,['TPS'],1.0,['TPS'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],44.426163,63.006573,96.30474,96.30474
720,4DR7,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'SRY', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'PSU', '0TD', '0TD', 'PSU', 'PSU']","['HOH', 'MA6', 'SRY']",['MA6' 'SRY'],2,"[1928, 1518, 1519]","['SRY', 'MA6', 'MA6']","[0.8373626373626374, 1.0, 1.0]","[1928, 1518, 1519]","['SRY', 'MA6', 'MA6']",3,"['MA6', 'SRY']",2.0,"['MA6', 'SRY']",2,0.6313871428020515,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],299.16925,182.43835,140.73567,299.16925
722,4W90,"['2BA', 'MG', 'MSE']",['MG'],"['MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE']",['2BA'],['2BA'],1,"[201, 202]","['2BA', '2BA']","[1.0, 1.0]","[201, 202]","['2BA', '2BA']",2,['2BA'],1.0,['2BA'],1,0.7772546178920681,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P' 'SE'],['SE'],72.58975,274.98288,369.72668,369.72668
723,5KPY,"['4PQ', 'HOH', 'IRI', 'MG']","['IRI', 'MG']",[],"['4PQ', 'HOH']",['4PQ'],1,[101],['4PQ'],[0.9487179487179487],[101],['4PQ'],1,['4PQ'],1.0,['4PQ'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],52.6669,27.506226,115.57948,115.57948
727,1N32,"['MG', 'PAR', 'PSU', 'ZN']","['MG', 'ZN']","['PSU', 'PSU']",['PAR'],['PAR'],1,[1545],['PAR'],[0.9379474940334129],[1545],['PAR'],1,['PAR'],1.0,['PAR'],1,0.631721514610109,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],296.92035,181.22456,140.72295,296.92035
